id,gtdb_id,db_proka_id,uniprot_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_phylum,ncbi_class,ncbi_order,ncbi_family,ncbi_genus,ncbi_species,tstart,tend,evalue,bits
A0A654LUD5,NZ_CP012850.1_206,WP_196817083.1@GCF_000802205.1,A0A654LUD5,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus oleophilus,Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Candidatus Nitrosocosmicus oleophilus,62,327,6.458e-10,72
M0DKL4,,,M0DKL4,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum terrestre,28,223,9.423e-10,72
A0A4U7C745,,,A0A4U7C745,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. CGM4_25_10-8A,11,227,7.017e-10,72
A0A4U7DEZ2,,,A0A4U7DEZ2,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SP3,23,229,1.265e-09,72
A0A238UNT3,,,A0A238UNT3,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ezzemoulense,11,227,7.017e-10,72
NZ_AP017569.1_163,NZ_AP017569.1_163,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum trapanicum A,,,,,,,11,223,1.563e-09,71
A0A498FGW4,,,A0A498FGW4,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. Atlit-9R,23,234,2.28e-09,71
M0EWG0,NZ_AOJN01000055.1_3,WP_004595682.1@GCF_000337335.1,M0EWG0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum distributum,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum distributum,28,223,2.099e-09,71
A0A7D3Y2G5,NZ_CP053941.1_2690,WP_173230835.1@GCF_013267195.1,A0A7D3Y2G5,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum salinarum,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum salinarum,2,234,2.099e-09,71
A0A8T6NBJ0,,,A0A8T6NBJ0,Archaea,,,,,,,Nitrososphaerota,,,,,Nitrososphaerota archaeon,45,218,2.28e-09,71
A0A421EJC6,,,A0A421EJC6,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. Atlit-8R,23,234,2.28e-09,71
A0A1C7PEI3,NZ_LIGX01000006.1_3,,A0A1C7PEI3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia glycaniphila,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia glycaniphila,214,407,1.563e-09,71
A0A4U7CCV6,,,A0A4U7CCV6,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. ARQ200,23,234,4.107e-09,70
A0A4U7D2X1,,,A0A4U7D2X1,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. ASP121,23,234,4.107e-09,70
A0A4U7DR36,,,A0A4U7DR36,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SS7,59,234,3.06e-09,70
A0A4U7EPI6,,,A0A4U7EPI6,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SP9,23,234,5.51e-09,70
A0A0M9AR50,,,A0A0M9AR50,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum tropicale,23,234,4.107e-09,70
M0PLF1,NZ_AOJI01000002.1_150,,M0PLF1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum aidingense,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum aidingense,152,354,5.071e-09,70
A0A1G7U6M7,NZ_JALJCL010000035.1_4,,A0A1G7U6M7,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis regularis,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis regularis,75,285,2.817e-09,70
A0A1I6H827,NZ_FOYN01000003.1_614,WP_092922766.1@GCF_900111935.1,A0A1I6H827,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sodomense,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sodomense,23,234,2.817e-09,70
WP_053947044.1@GCF_001282785.1,NZ_CVUA01000001.1_384,WP_053947044.1@GCF_001282785.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina sediminis,,,,,,,28,225,2.817e-09,70
M0NQ21,NZ_AOJG01000027.1_19,,M0NQ21,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum lipolyticum,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum lipolyticum,11,223,2.817e-09,70
JALDAN010000039.1_7@GCA_022729355.1,JALDAN010000039.1_7,JALDAN010000039.1_7@GCA_022729355.1,,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,Nanosalina,Nanosalina sp022729355,,,,,,,67,247,9.124e-09,69
A0A075HYC4,,,A0A075HYC4,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_90_E04,7,122,7.392e-09,69
A0A3G1B276,NZ_CP011097.1_252,WP_048186919.1@GCF_000955905.1,A0A3G1B276,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis cloacae,Nitrososphaerota,,,,Nitrosotenuis,Candidatus Nitrosotenuis cloacae,370,537,9.124e-09,69
RKRU01000084.1_8,RKRU01000084.1_8,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp007571225,,,,,,,51,218,9.124e-09,69
A0A6A7LEE0,,,A0A6A7LEE0,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,Nitrososphaeraceae archaeon,10,87,7.392e-09,69
JAHFTO010000030.1_13@GCA_023269355.1,JAHFTO010000030.1_13,JAHFTO010000030.1_13@GCA_023269355.1,,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CAJCHM01,CAJCHM01 sp023269355,,,,,,,46,234,6.803e-09,69
NZ_AOJH01000035.1_32,NZ_AOJH01000035.1_32,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum kocurii,,,,,,,21,223,2.2e-08,68
JAKCFM010000001.1_752@GCA_025041195.1,JAKCFM010000001.1_752,JAKCFM010000001.1_752@GCA_025041195.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp025041195,,,,,,,84,274,2.2e-08,68
B9LWQ7,NC_012030.1_110,,B9LWQ7,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum lacusprofundi,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum lacusprofundi,96,291,2.2e-08,68
A0A8T5EEX0,,,A0A8T5EEX0,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,5,167,1.783e-08,68
M0P7Z2,,,M0P7Z2,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum kocurii,140,342,2.39e-08,68
WP_247729935.1@GCF_023093535.1,NZ_CP095757.1_3542,WP_247729935.1@GCF_023093535.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax limisalsi,,,,,,,37,227,1.224e-08,68
A0A6B1BBW2,VYCS01000011.1_3,MYH03674.1@GCA_009843815.1,A0A6B1BBW2,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,VYCS01,VYCS01 sp009843815,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0663_bin_5,41,217,3.951e-08,67
A0A498EWB8,,,A0A498EWB8,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. Atlit-28R,23,235,3.203e-08,67
A0A075I8Y5,,,A0A075I8Y5,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote SAT1000_09_C07,47,152,1.032e-07,66
A0A075I6D6,,,A0A075I6D6,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote SAT1000_09_B07,47,152,1.032e-07,66
A0A075I3P8,,,A0A075I3P8,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote SAT1000_09_B08,47,152,1.032e-07,66
A0A075I1P8,,,A0A075I1P8,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote SAT1000_09_C08,47,152,1.032e-07,66
A0A075I7C4,,,A0A075I7C4,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote SAT1000_09_H09,7,124,7.707e-08,66
JAKCFM010000002.1_190@GCA_025041195.1,JAKCFM010000002.1_190,JAKCFM010000002.1_190@GCA_025041195.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp025041195,,,,,,,64,251,1.273e-07,65
A0A3M9ZG92,,,A0A3M9ZG92,Archaea,,,,,,,Nitrososphaerota,,,,,Thaumarchaeota archaeon S15,46,159,1.383e-07,65
A0A8T6U257,,,A0A8T6U257,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,Nitrosopumilaceae archaeon,40,220,3.319e-07,64
A0A7J4CPU3,,,A0A7J4CPU3,Archaea,,,,,,,Nitrososphaerota,,,,Candidatus Nitrosopelagicus,Candidatus Nitrosopelagicus sp.,18,135,2.479e-07,64
A0A6M1T5C5,NZ_JAALLS010000018.1_24,WP_165269867.1@GCF_011059105.1,A0A6M1T5C5,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Fodinibius,Fodinibius halophilus,Balneolota,Balneolia,Balneolales,Balneolaceae,Fodinibius,Fodinibius halophilus,44,211,3.054e-07,64
JAJXYX010000059.1_21@GCA_021780355.1,JAJXYX010000059.1_21,JAJXYX010000059.1_21@GCA_021780355.1,,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,SZAS-17,SZAS-17 sp021780355,,,,,,,56,224,3.054e-07,64
A0A1H8HEB9,NZ_FOCX01000003.1_338,WP_139203433.1@GCF_900110215.1,A0A1H8HEB9,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis persica,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis persicus,75,285,5.471e-07,63
A0A3N9U7C1,,,A0A3N9U7C1,Bacteria,,,,,,,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. YLB-10,418,552,7.953e-07,63
NZ_CP072036.1_2474,NZ_CP072036.1_2474,,,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila B,,,,,,,185,373,9.793e-07,63
A0A6B0YMN0,,,A0A6B0YMN0,Archaea,,,,,,,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0665_bin_23,45,203,1.903e-06,62
A0A6G2K886,,,A0A6G2K886,Archaea,,,,,,,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0662_bin_33,45,203,1.903e-06,62
A0A6G2KCY1,,,A0A6G2KCY1,Archaea,,,,,,,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0678_bin_8,45,203,1.903e-06,62
A0A6G2KEU7,,,A0A6G2KEU7,Archaea,,,,,,,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0677_bin_16,45,203,1.903e-06,62
A0A6B1D0G6,,,A0A6B1D0G6,Archaea,,,,,,,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0661_bin_35,45,203,1.903e-06,62
A0A6B1A2I3,,,A0A6B1A2I3,Archaea,,,,,,,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0666_bin_15,45,203,1.903e-06,62
VXON01000101.1_7,VXON01000101.1_7,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,VYCS01,VYCS01 sp009840065,,,,,,,41,199,1.752e-06,62
A0A6G2KTU3,,,A0A6G2KTU3,Archaea,,,,,,,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0673_bin_9,45,203,1.903e-06,62
A0A842N6W6,,,A0A842N6W6,Archaea,,,,,,,Nitrososphaerota,,,,Candidatus Nitrosopelagicus,Candidatus Nitrosopelagicus sp.,7,142,1.903e-06,62
A0A6G2KXP3,,,A0A6G2KXP3,Archaea,,,,,,,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0672_bin_9,45,203,1.903e-06,62
A0A6G2J725,,,A0A6G2J725,Archaea,,,,,,,Nitrososphaerota,,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum sp. SB0667_bin_13,45,203,1.903e-06,62
A0A835X6S7,,,A0A835X6S7,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon,43,147,4.548e-06,61
NZ_JADDKQ010000016.1_86,NZ_JADDKQ010000016.1_86,,,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Actinotalea,Actinotalea solisilvae,,,,,,,397,535,4.186e-06,61
JADJWG010000004.1_341,JADJWG010000004.1_341,,,Bacteria,Planctomycetota,Phycisphaerae,UBA1845,Fen-1342,JADJWG01,JADJWG01 sp016716475,,,,,,,270,436,7.475e-06,60
MBS0624539.1@GCA_018239895.1,JAFEGL010000003.1_117,MBS0624539.1@GCA_018239895.1,,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,SZAS-17,SZAS-17 sp018239895,,,,,,,45,219,1.782e-05,59
WP_201094664.1@GCF_016653465.1,NZ_NHSQ01000084.1_122,WP_201094664.1@GCF_016653465.1,,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium,Chromatium minus,,,,,,,69,252,1.782e-05,59
F3KJK7,CM001158.1_702,EGG42484.1@GCA_000204585.1,F3KJK7,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum limnae,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Candidatus Nitrosarchaeum limnium,6,146,1.334e-05,59
MBS0604555.1@GCA_018240065.1,JAFEGH010000007.1_322,MBS0604555.1@GCA_018240065.1,,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CAJCHM01,CAJCHM01 sp018240065,,,,,,,14,223,3.177e-05,58
JAKBAE010000044.1_2@GCA_021809325.1,JAKBAE010000044.1_2,JAKBAE010000044.1_2@GCA_021809325.1,,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,JAKBAE01,JAKBAE01 sp021809325,,,,,,,55,253,2.379e-05,58
NZ_MWLL01000195.1_30,NZ_MWLL01000195.1_30,,,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Kineosporiaceae,R-H-3,R-H-3 sp002198675,,,,,,,333,482,5.661e-05,57
A0A5Q0UT33,NZ_CP044130.1_50,,A0A5Q0UT33,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium sp009617995,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium sp. LC1Hm,35,137,5.661e-05,57
A0A935SAT3,,,A0A935SAT3,Bacteria,,,,,,,Gemmatimonadota,,,,,Gemmatimonadota bacterium,243,344,8.208e-05,57
JADKAQ010000016.1_53,JADKAQ010000016.1_53,,,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,SCN-70-22,SCN-70-22 sp016719105,,,,,,,268,369,0.0001008,56
A0A3B8U8H5,,,A0A3B8U8H5,Bacteria,,,,,,,Chlamydiota,Chlamydiia,Parachlamydiales,,,Parachlamydiales bacterium,57,224,0.0001095,56
A0A368TZS8,NZ_QPII01000005.1_237,,A0A368TZS8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas montanilacus,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas montanilacus,436,547,0.0002392,55
A0A9D7DSH0,,,A0A9D7DSH0,Bacteria,,,,,,,Gemmatimonadota,,,,,Gemmatimonadota bacterium,41,138,0.0002599,55
JAHENP010000151.1_1,JAHENP010000151.1_1,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum sp018609965,,,,,,,16,137,0.000567,54
NZ_JAKUHT010000013.1_56,NZ_JAKUHT010000013.1_56,,,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp022436705,,,,,,,122,271,0.0004254,54
